id,type,DOM,sentence,surprisal_list,surprisal_obj
32,3,0,Martín buscó la médica en el hospital durante dos horas.,"[('ĠbuscÃ³', 11.535924799608235), ('Ġla', 3.381316502083508), ('ĠmÃ©dica', 7.901009559868464), ('Ġen', 4.3055430126530005), ('Ġel', 2.1640425613334453), ('Ġhospital', 3.1108111819168274), ('Ġdurante', 9.963612626139405), ('Ġdos', 4.10266402252799), 2.350014968948038]",7.901009559868464
32,4,0,Martín buscó una médica en el hospital durante dos horas.,"[('ĠbuscÃ³', 11.535924799608235), ('Ġuna', 4.553506222805791), ('ĠmÃ©dica', 6.441407936469083), ('Ġen', 3.4940270521529584), ('Ġel', 2.930474301805707), ('Ġhospital', 3.426400722111288), ('Ġdurante', 9.602938865917164), ('Ġdos', 4.01249558247243), 2.231668891375115]",6.441407936469083
32,2,1,Martín buscó a la escalera en el hospital durante dos horas.,"[('ĠbuscÃ³', 11.535924799608235), ('Ġa', 3.741990262305749), ('Ġla', 3.9899534724585397), ('Ġescalera', 6.921836656140115), ('Ġen', 5.951117043666974), ('Ġel', 2.04006095625705), ('Ġhospital', 8.566001805278221), ('Ġdurante', 9.287349325722703), ('Ġdos', 3.9674113624446496), 2.7163242566737518]",6.921836656140115
32,5,0,Martín buscó la escalera en el hospital durante dos horas.,"[('ĠbuscÃ³', 11.535924799608235), ('Ġla', 3.381316502083508), ('Ġescalera', 5.131500012380691), ('Ġen', 5.410106403333613), ('Ġel', 1.668116141027864), ('Ġhospital', 10.324286386361644), ('Ġdurante', 9.467686205833823), ('Ġdos', 3.8321587023613093), 2.614884761611246]",5.131500012380691
48,0,1,Samuel descubrió a la infiltrada en el museo en pocas horas.,"[('ĠdescubriÃ³', 10.237874964641732), ('Ġa', 4.846553652986362), ('Ġla', 2.975558521833487), ('Ġinfiltrada', 8.294087603235672), ('Ġen', 2.7163242566737513), ('Ġel', 1.7582845810834242), ('Ġmuseo', 4.778927322944692), ('Ġen', 5.274853743250272), ('Ġpocas', 7.078222544361477), 1.0904745719219313]",8.294087603235672
48,1,1,Samuel descubrió a una infiltrada en el museo en pocas horas.,"[('ĠdescubriÃ³', 10.237874964641732), ('Ġa', 4.846553652986362), ('Ġuna', 4.23791668261133), ('Ġinfiltrada', 8.994301895542131), ('Ġen', 1.9724346262153798), ('Ġel', 2.051332011263995), ('Ġmuseo', 5.139601083166932), ('Ġen', 5.3650221833058325), ('Ġpocas', 7.574148964667058), 1.2567226332743706]",8.994301895542131
48,3,0,Samuel descubrió la infiltrada en el museo en pocas horas.,"[('ĠdescubriÃ³', 10.237874964641732), ('Ġla', 3.764532372319639), ('Ġinfiltrada', 12.60103949776454), ('Ġen', 2.7163242566737513), ('Ġel', 1.9386214611945447), ('Ġmuseo', 4.418253562722451), ('Ġen', 5.229769523222492), ('Ġpocas', 6.672464564111456), 1.0735679894115138]",12.60103949776454
48,4,0,Samuel descubrió una infiltrada en el museo en pocas horas.,"[('ĠdescubriÃ³', 10.237874964641732), ('Ġuna', 3.9448692524307596), ('Ġinfiltrada', 12.758834267861772), ('Ġen', 1.5666766459653587), ('Ġel', 2.2654820563959506), ('Ġmuseo', 4.778927322944692), ('Ġen', 5.094516863139153), ('Ġpocas', 7.393812084555938), 1.183460775729228]",12.758834267861772
48,2,1,Samuel descubrió a la tabla en el museo en pocas horas.,"[('ĠdescubriÃ³', 10.237874964641732), ('Ġa', 4.846553652986362), ('Ġla', 2.975558521833487), ('Ġtabla', 12.082570967445069), ('Ġen', 6.852801444222576), ('Ġel', 2.400734716479291), ('Ġmuseo', 3.696906042277969), ('Ġen', 5.500274843389173), ('Ġpocas', 6.762633004167016), 1.713200361055644]",12.082570967445069
48,5,0,Samuel descubrió la tabla en el museo en pocas horas.,"[('ĠdescubriÃ³', 10.237874964641732), ('Ġla', 3.764532372319639), ('Ġtabla', 8.11515960500042), ('Ġen', 8.34058070513932), ('Ġel', 2.2767531114028956), ('Ġmuseo', 4.26045879262522), ('Ġen', 5.229769523222492), ('Ġpocas', 6.852801444222576), 1.4314239858820184]",8.11515960500042
31,0,1,Miguel recibió a la invitada en la casa en un día.,"[('ĠrecibiÃ³', 10.5384364314936), ('Ġa', 3.9674113624446496), ('Ġla', 2.614884761611246), ('Ġinvitada', 5.808115533266359), ('Ġen', 4.688758882889132), ('Ġla', 2.434547881500126), ('Ġcasa', 4.508422002778011), ('Ġen', 5.658069613486403), ('Ġun', 6.4921276840003355), 7.529064744639278]",5.808115533266359
31,1,1,Miguel recibió a una invitada en la casa en un día.,"[('ĠrecibiÃ³', 10.5384364314936), ('Ġa', 3.9674113624446496), ('Ġuna', 5.410106403333613), ('Ġinvitada', 5.022663887469878), ('Ġen', 4.485879892764121), ('Ġla', 2.907932191791817), ('Ġcasa', 2.953016411819597), ('Ġen', 6.176538143805875), ('Ġun', 5.996201263694754), 5.714424888521129]",5.022663887469878
31,3,0,Miguel recibió la invitada en la casa en un día.,"[('ĠrecibiÃ³', 10.504623266472766), ('Ġla', 3.1108111819168274), ('Ġinvitada', 9.084470335597691), ('Ġen', 4.485879892764121), ('Ġla', 2.8403058617501467), ('Ġcasa', 3.9448692524307596), ('Ġen', 5.612985393458623), ('Ġun', 5.094516863139153), 6.593567179062841]",9.084470335597691
31,4,0,Miguel recibió una invitada en la casa en un día.,"[('ĠrecibiÃ³', 10.504623266472766), ('Ġuna', 3.2009796219723876), ('Ġinvitada', 8.689983410354616), ('Ġen', 3.9448692524307596), ('Ġla', 3.2009796219723876), ('Ġcasa', 2.5134452665487412), ('Ġen', 5.906032823639194), ('Ġun', 5.184685303194712), 5.2184984682155475]",8.689983410354616
31,2,1,Miguel recibió a la caja en la casa en un día.,"[('ĠrecibiÃ³', 10.5384364314936), ('Ġa', 3.9674113624446496), ('Ġla', 2.614884761611246), ('Ġcaja', 9.129554555625472), ('Ġen', 5.0494326431113725), ('Ġla', 2.490903156534851), ('Ġcasa', 5.815864383583634), ('Ġen', 6.086369703750314), ('Ġun', 4.846553652986362), 6.0074723187017]",9.129554555625472
31,5,0,Miguel recibió la caja en la casa en un día.,"[('ĠrecibiÃ³', 10.504623266472766), ('Ġla', 3.1108111819168274), ('Ġcaja', 6.830259334208687), ('Ġen', 4.2830009026391105), ('Ġla', 1.8146398561181494), ('Ġcasa', 5.004348423083592), ('Ġen', 5.815864383583634), ('Ġun', 5.951117043666974), 5.545359063416953]",6.830259334208687
37,0,1,Isabel vió a la estudiante desde su ventana durante una mañana.,"[('ĠviÃ³', 14.832708389139656), ('Ġa', 2.2767531114028956), ('Ġla', 4.14774824255577), ('Ġestudiante', 5.782051218562799), ('Ġdesde', 8.34058070513932), ('Ġsu', 3.696906042277969), ('Ġventana', 2.2880241664098406), ('Ġdurante', 10.143949506250525), ('Ġuna', 3.787074482333529), 5.455190623361393]",5.782051218562799
37,1,1,Isabel vió a una estudiante desde su ventana durante una mañana.,"[('ĠviÃ³', 14.832708389139656), ('Ġa', 2.2767531114028956), ('Ġuna', 5.0494326431113725), ('Ġestudiante', 5.782051218562799), ('Ġdesde', 11.090718126833906), ('Ġsu', 2.7726795317084765), ('Ġventana', 2.006247791236215), ('Ġdurante', 9.287349325722703), ('Ġuna', 2.7501374216945864), 5.342480073291943]",5.782051218562799
37,3,0,Isabel vió la estudiante desde su ventana durante una mañana.,"[('ĠviÃ³', 14.832708389139656), ('Ġla', 4.0801219125141), ('Ġestudiante', 7.461438414597608), ('Ġdesde', 8.566001805278221), ('Ġsu', 3.5165691621668485), ('Ġventana', 2.1415004513195552), ('Ġdurante', 11.045633906806126), ('Ġuna', 4.10266402252799), 5.455190623361393]",7.461438414597608
37,4,0,Isabel vió una estudiante desde su ventana durante una mañana.,"[('ĠviÃ³', 14.832708389139656), ('Ġuna', 4.17029035256966), ('Ġestudiante', 7.033138324333697), ('Ġdesde', 11.090718126833906), ('Ġsu', 2.626155816618191), ('Ġventana', 1.7695556360903693), ('Ġdurante', 10.143949506250525), ('Ġuna', 3.020642741861267), 5.207227413208603]",7.033138324333697
37,2,1,Isabel vió a la tormenta desde su ventana durante una mañana.,"[('ĠviÃ³', 14.832708389139656), ('Ġa', 2.2767531114028956), ('Ġla', 4.14774824255577), ('Ġtormenta', 5.009961936807755), ('Ġdesde', 4.328085122666891), ('Ġsu', 1.9160793511806546), ('Ġventana', 1.1778252482257554), ('Ġdurante', 9.512770425861603), ('Ġuna', 4.05757980250021), 6.356875023916995]",5.009961936807755
37,5,0,Isabel vió la tormenta desde su ventana durante una mañana.,"[('ĠviÃ³', 14.832708389139656), ('Ġla', 4.0801219125141), ('Ġtormenta', 3.8997850324029795), ('Ġdesde', 3.9899534724585397), ('Ġsu', 1.9273504061875997), ('Ġventana', 1.1609186657153379), ('Ġdurante', 10.098865286222745), ('Ġuna', 4.10266402252799), 6.537211904028116]",3.8997850324029795
12,0,1,Paula abatió a la contrincante en el ring en pocos minutos.,"[('ĠabatiÃ³', 14.156445088722956), ('Ġa', 2.028789901250105), ('Ġla', 4.26045879262522), ('Ġcontrincante', 4.348983537158934), ('Ġen', 3.336232282055728), ('Ġel', 1.7582845810834242), ('Ġring', 11.135802346861686), ('Ġen', 4.914179983028032), ('Ġpocos', 4.648781859661374), 2.04006095625705]",4.348983537158934
12,1,1,Paula abatió a una contrincante en el ring en pocos minutos.,"[('ĠabatiÃ³', 14.156445088722956), ('Ġa', 2.028789901250105), ('Ġuna', 5.951117043666974), ('Ġcontrincante', 4.205923323346824), ('Ġen', 2.389463661472346), ('Ġel', 1.9724346262153798), ('Ġring', 9.648023085944944), ('Ġen', 4.530964112791901), ('Ġpocos', 5.543950181541085), 2.5528939590730486]",4.205923323346824
12,3,0,Paula abatió la contrincante en el ring en pocos minutos.,"[('ĠabatiÃ³', 14.156445088722956), ('Ġla', 3.8321587023613093), ('Ġcontrincante', 6.827676384102928), ('Ġen', 3.268605952014058), ('Ġel', 1.8484530211389845), ('Ġring', 12.172739407500629), ('Ġen', 5.0494326431113725), ('Ġpocos', 4.575696112350714), 2.076691885029621]",6.827676384102928
12,4,0,Paula abatió una contrincante en el ring en pocos minutos.,"[('ĠabatiÃ³', 14.156445088722956), ('Ġuna', 5.725695943528073), ('Ġcontrincante', 6.720953582005918), ('Ġen', 3.1558954019446075), ('Ġel', 2.1527715063265003), ('Ġring', 10.414454826417204), ('Ġen', 4.824011542972472), ('Ġpocos', 5.5566301184238975), 2.4796321015279057]",6.720953582005918
12,2,1,Paula abatió a la resistencia en el ring en pocos minutos.,"[('ĠabatiÃ³', 14.156445088722956), ('Ġa', 2.028789901250105), ('Ġla', 4.26045879262522), ('Ġresistencia', 6.068934790536447), ('Ġen', 4.485879892764121), ('Ġel', 2.7952216417223665), ('Ġring', 11.721897207222828), ('Ġen', 5.274853743250272), ('Ġpocos', 5.2417450191673725), 1.9949767362292699]",6.068934790536447
12,5,0,Paula abatió la resistencia en el ring en pocos minutos.,"[('ĠabatiÃ³', 14.156445088722956), ('Ġla', 3.8321587023613093), ('Ġresistencia', 2.1752255612231486), ('Ġen', 5.860948603611414), ('Ġel', 2.366921551458456), ('Ġring', 11.902234087333948), ('Ġen', 5.3650221833058325), ('Ġpocos', 5.2184984682155475), 1.9949767362292699]",2.1752255612231486
2,0,1,Simón pateó a la jugadora en la cancha en un instante.,"[('ĠpateÃ³', 9.971126662810702), ('Ġa', 3.651821822250189), ('Ġla', 3.719448152291859), ('Ġjugadora', 7.382541029548992), ('Ġen', 6.1314539237780945), ('Ġla', 2.096416231291775), ('Ġcancha', 2.349992955168728), ('Ġen', 5.455190623361393), ('Ġun', 2.975558521833487), 4.914179983028032]",7.382541029548992
2,3,0,Simón pateó la jugadora en la cancha en un instante.,"[('ĠpateÃ³', 9.971126662810702), ('Ġla', 4.553506222805791), ('Ġjugadora', 9.174638775653253), ('Ġen', 5.410106403333613), ('Ġla', 2.08514517628483), ('Ġcancha', 2.327450845154838), ('Ġen', 5.725695943528073), ('Ġun', 2.907932191791817), 4.628646589518758]",9.174638775653253
2,2,1,Simón pateó a la pelota en la cancha en un instante.,"[('ĠpateÃ³', 9.971126662810702), ('Ġa', 3.651821822250189), ('Ġla', 3.719448152291859), ('Ġpelota', 4.4499534049294835), ('Ġen', 3.4714849421390683), ('Ġla', 2.5134452665487412), ('Ġcancha', 3.1610025987446293), ('Ġen', 6.311790803889215), ('Ġun', 4.14774824255577), 3.546610632999162]",4.4499534049294835
2,5,0,Simón pateó la pelota en la cancha en un instante.,"[('ĠpateÃ³', 9.971126662810702), ('Ġla', 4.553506222805791), ('Ġpelota', 1.662458599745081), ('Ġen', 3.381316502083508), ('Ġla', 2.445818936507071), ('Ġcancha', 3.019233859985399), ('Ġen', 6.221622363833655), ('Ġun', 4.23791668261133), 3.648050128061667]",1.662458599745081
38,0,1,Unai amó a la jovencita en su pueblo durante varios años.,"[('ĠamÃ³', 17.086919390528664), ('Ġa', 2.479632101527906), ('Ġla', 3.696906042277969), ('Ġjovencita', 4.225001932082539), ('Ġen', 6.672464564111456), ('Ġsu', 3.8547008123751993), ('Ġpueblo', 5.7482380535419635), ('Ġdurante', 8.971759785528242), ('Ġvarios', 5.410106403333613), 1.1919140669844366]",4.225001932082539
38,3,0,Unai amó la jovencita en su pueblo durante varios años.,"[('ĠamÃ³', 17.086919390528664), ('Ġla', 5.094516863139153), ('Ġjovencita', 4.54411367696667), ('Ġen', 6.311790803889215), ('Ġsu', 3.1108111819168274), ('Ġpueblo', 7.483980524611498), ('Ġdurante', 9.512770425861603), ('Ġvarios', 5.658069613486403), 1.380704238350766]",4.54411367696667
38,2,1,Unai amó a la vida en su pueblo durante varios años.,"[('ĠamÃ³', 17.086919390528664), ('Ġa', 2.468361046520961), ('Ġla', 3.651821822250189), ('Ġvida', 7.934822724889299), ('Ġen', 5.410106403333613), ('Ġsu', 3.313690172041838), ('Ġpueblo', 7.664317404722619), ('Ġdurante', 9.107012445611582), ('Ġvarios', 6.672464564111456), 1.00875942312158]",7.934822724889299
38,5,0,Unai amó la vida en su pueblo durante varios años.,"[('ĠamÃ³', 17.086919390528664), ('Ġla', 5.094516863139153), ('Ġvida', 4.733843102916912), ('Ġen', 4.395711452708561), ('Ġsu', 3.381316502083508), ('Ġpueblo', 6.942969884278137), ('Ġdurante', 8.47583336522266), ('Ġvarios', 6.311790803889215), 1.0221438009423272]",4.733843102916912
35,0,1,Carlos vigiló a la niña en la habitación durante unas horas.,"[('ĠvigilÃ³', 18.845203971612086), ('Ġa', 3.9448692524307596), ('Ġla', 2.8064926967293116), ('ĠniÃ±a', 2.4828020857486095), ('Ġen', 4.733843102916912), ('Ġla', 1.9160793511806546), ('ĠhabitaciÃ³n', 1.8483649660217427), ('Ġdurante', 4.733843102916912), ('Ġunas', 6.311790803889215), 1.2623581607778431]",2.4828020857486095
35,1,1,Carlos vigiló a una niña en la habitación durante unas horas.,"[('ĠvigilÃ³', 18.845203971612086), ('Ġa', 3.9448692524307596), ('Ġuna', 6.311790803889215), ('ĠniÃ±a', 2.2425877259130935), ('Ġen', 3.9674113624446496), ('Ġla', 2.06260306627094), ('ĠhabitaciÃ³n', 3.037373214137201), ('Ġdurante', 5.455190623361393), ('Ġunas', 5.860948603611414), 1.3440733095781945]",2.2425877259130935
35,3,0,Carlos vigiló la niña en la habitación durante unas horas.,"[('ĠvigilÃ³', 18.845203971612086), ('Ġla', 3.2235217319862777), ('ĠniÃ±a', 4.740183071358318), ('Ġen', 4.530964112791901), ('Ġla', 1.8709951311528745), ('ĠhabitaciÃ³n', 1.8821781310425778), ('Ġdurante', 5.139601083166932), ('Ġunas', 6.311790803889215), 1.2327716413846124]",4.740183071358318
35,4,0,Carlos vigiló una niña en la habitación durante unas horas.,"[('ĠvigilÃ³', 18.845203971612086), ('Ġuna', 7.213475204444817), ('ĠniÃ±a', 4.262572115439022), ('Ġen', 3.5616533821946286), ('Ġla', 2.1978557263542804), ('ĠhabitaciÃ³n', 3.5783838544705624), ('Ġdurante', 5.477732733375283), ('Ġunas', 5.590443283444733), 1.3581621283368759]",4.262572115439022
41,0,1,Emma investigó a la empresaria en la ciudad durante varias semanas.,"[('ĠinvestigÃ³', 14.066276648667394), ('Ġa', 5.7707801635558535), ('Ġla', 3.8321587023613093), ('Ġempresaria', 5.994792381818886), ('Ġen', 5.996201263694754), ('Ġla', 3.1558954019446075), ('Ġciudad', 5.410106403333613), ('Ġdurante', 10.684960146583885), ('Ġvarias', 5.184685303194712), 1.3666154195920845]",5.994792381818886
41,1,1,Emma investigó a una empresaria en la ciudad durante varias semanas.,"[('ĠinvestigÃ³', 14.066276648667394), ('Ġa', 5.7707801635558535), ('Ġuna', 5.274853743250272), ('Ġempresaria', 5.819738808742271), ('Ġen', 5.117058973153043), ('Ġla', 3.291148062027948), ('Ġciudad', 4.824011542972472), ('Ġdurante', 11.496476107083927), ('Ġvarias', 5.951117043666974), 0.9703673920041734]",5.819738808742271
41,3,0,Emma investigó la empresaria en la ciudad durante varias semanas.,"[('ĠinvestigÃ³', 14.066276648667394), ('Ġla', 2.998100631847377), ('Ġempresaria', 9.92979946111857), ('Ġen', 5.951117043666974), ('Ġla', 2.953016411819597), ('Ġciudad', 5.906032823639194), ('Ġdurante', 10.098865286222745), ('Ġvarias', 5.432648513347503), 1.3652065377162166]",9.92979946111857
41,4,0,Emma investigó una empresaria en la ciudad durante varias semanas.,"[('ĠinvestigÃ³', 14.066276648667394), ('Ġuna', 5.951117043666974), ('Ġempresaria', 10.594791706528326), ('Ġen', 4.643674662861351), ('Ġla', 3.1108111819168274), ('Ġciudad', 4.891637873014142), ('Ġdurante', 11.902234087333948), ('Ġvarias', 6.311790803889215), 1.0038283365560414]",10.594791706528326
41,2,1,Emma investigó a la epidemia en la ciudad durante varias semanas.,"[('ĠinvestigÃ³', 14.066276648667394), ('Ġa', 5.7707801635558535), ('Ġla', 3.8321587023613093), ('Ġepidemia', 7.128920278113419), ('Ġen', 5.725695943528073), ('Ġla', 3.043184851875157), ('Ġciudad', 3.291148062027948), ('Ġdurante', 6.672464564111456), ('Ġvarias', 6.1314539237780945), 1.1119600205289204]",7.128920278113419
41,5,0,Emma investigó la epidemia en la ciudad durante varias semanas.,"[('ĠinvestigÃ³', 14.066276648667394), ('Ġla', 2.998100631847377), ('Ġepidemia', 5.680611723500293), ('Ġen', 6.1314539237780945), ('Ġla', 3.1333532919307174), ('Ġciudad', 2.8177637517362566), ('Ġdurante', 7.348727864528158), ('Ġvarias', 5.860948603611414), 1.0221438009423272]",5.680611723500293
29,0,1,Alfonso miró a la granjera en la colina durante dos horas.,"[('ĠmirÃ³', 12.398160507639531), ('Ġa', 7.844654284833739), ('Ġla', 2.975558521833487), ('Ġgranjera', 5.943603006995677), ('Ġen', 6.627380344083676), ('Ġla', 2.355650496451511), ('Ġcolina', 5.261469365429525), ('Ġdurante', 10.189033726278305), ('Ġdos', 6.1314539237780945), 2.3331083864376208]",5.943603006995677
29,3,0,Alfonso miró la granjera en la colina durante dos horas.,"[('ĠmirÃ³', 12.398160507639531), ('Ġla', 9.467686205833823), ('Ġgranjera', 6.695006674125346), ('Ġen', 5.410106403333613), ('Ġla', 2.603613706604301), ('Ġcolina', 5.083245808132207), ('Ġdurante', 9.963612626139405), ('Ġdos', 5.951117043666974), 2.135864923816083]",6.695006674125346
29,2,1,Alfonso miró a la estrella en la colina durante dos horas.,"[('ĠmirÃ³', 12.398160507639531), ('Ġa', 7.844654284833739), ('Ġla', 2.975558521833487), ('Ġestrella', 4.294271957646055), ('Ġen', 5.522816953403063), ('Ġla', 2.1527715063265003), ('Ġcolina', 4.483062129012385), ('Ġdurante', 8.566001805278221), ('Ġdos', 5.906032823639194), 2.259846528892478]",4.294271957646055
29,5,0,Alfonso miró la estrella en la colina durante dos horas.,"[('ĠmirÃ³', 12.398160507639531), ('Ġla', 9.467686205833823), ('Ġestrella', 4.001224527465484), ('Ġen', 4.981806313069702), ('Ġla', 2.1415004513195552), ('Ġcolina', 4.767656267937746), ('Ġdurante', 7.934822724889299), ('Ġdos', 6.041285483722534), 2.0456964837605227]",4.001224527465484
49,0,1,Alba mencionó a la actriz en el teatro tras varios minutos.,"[('ĠmencionÃ³', 9.076956298926396), ('Ġa', 3.651821822250189), ('Ġla', 3.0882690719029373), ('Ġactriz', 3.708089042167672), ('Ġen', 4.530964112791901), ('Ġel', 3.313690172041838), ('Ġteatro', 5.550994590920426), ('Ġtras', 9.963612626139405), ('Ġvarios', 9.152096665639363), 6.988054104305917]",3.708089042167672
49,1,1,Alba mencionó a una actriz en el teatro tras varios minutos.,"[('ĠmencionÃ³', 9.076956298926396), ('Ġa', 3.651821822250189), ('Ġuna', 5.860948603611414), ('Ġactriz', 3.786722261864562), ('Ġen', 4.778927322944692), ('Ġel', 3.8321587023613093), ('Ġteatro', 4.458054475715725), ('Ġtras', 10.910381246722785), ('Ġvarios', 8.656170245333781), 6.199080253819765]",3.786722261864562
49,3,0,Alba mencionó la actriz en el teatro tras varios minutos.,"[('ĠmencionÃ³', 9.076956298926396), ('Ġla', 4.10266402252799), ('Ġactriz', 6.683735619118401), ('Ġen', 5.184685303194712), ('Ġel', 3.426400722111288), ('Ġteatro', 5.1438277287945375), ('Ġtras', 10.143949506250525), ('Ġvarios', 8.836507125444902), 6.852801444222576]",6.683735619118401
49,4,0,Alba mencionó una actriz en el teatro tras varios minutos.,"[('ĠmencionÃ³', 9.076956298926396), ('Ġuna', 6.266706583861435), ('Ġactriz', 6.1821736713093465), ('Ġen', 4.869095763000252), ('Ġel', 3.764532372319639), ('Ġteatro', 4.227702289011287), ('Ġtras', 11.271055006945026), ('Ġvarios', 8.656170245333781), 6.379417133930885]",6.1821736713093465
49,2,1,Alba mencionó a la ciudad en el teatro tras varios minutos.,"[('ĠmencionÃ³', 9.076956298926396), ('Ġa', 3.651821822250189), ('Ġla', 3.0882690719029373), ('Ġciudad', 8.11515960500042), ('Ġen', 4.688758882889132), ('Ġel', 2.930474301805707), ('Ġteatro', 5.06633922562179), ('Ġtras', 11.721897207222828), ('Ġvarios', 9.828359966056064), 6.176538143805875]",8.11515960500042
49,5,0,Alba mencionó la ciudad en el teatro tras varios minutos.,"[('ĠmencionÃ³', 9.073199280590748), ('Ġla', 4.05757980250021), ('Ġciudad', 11.180886566889466), ('Ġen', 5.071974753125263), ('Ġel', 3.1108111819168274), ('Ġteatro', 5.191729712574054), ('Ġtras', 12.44324472766731), ('Ġvarios', 10.053781066194965), 6.165267088798929]",11.180886566889466
