id,type,sentence,hasQuestion,question,answer,oov,gru_all,gru_obj,tf_all,tf_obj
2,2,Simón pateó a la pelota en la cancha en un instante.,True,La acción tuvo lugar en el parque.,NO,False,"[13.4307, 13.6805, 2.7374, 1.5678, 14.3815, 2.9014, 1.8283, 7.5892, 4.0371, 3.0263, 8.0844]",14.3815,"[13.8838, 13.7838, 2.3906, 1.7866, 14.1217, 2.5188, 1.7839, 5.4796, 3.853, 2.8583, 7.2912]",14.1217
2,3,Simón pateó la jugadora en la cancha en un instante.,True,La acción tuvo lugar en el parque.,NO,False,"[13.4307, 13.6805, 3.6509, 13.6526, 3.5127, 1.4247, 8.4875, 4.2761, 2.9385, 8.3469]",13.6526,"[13.8838, 13.7838, 3.458, 13.8493, 3.3516, 1.7482, 5.8356, 4.0155, 2.9424, 7.4724]",13.8493
2,4,Simón pateó una jugadora en la cancha en un instante.,True,La acción tuvo lugar en el parque.,NO,False,"[13.4307, 13.6805, 5.8572, 13.8042, 2.2591, 1.2795, 9.9699, 4.1454, 2.6889, 8.4146]",13.8042,"[13.8838, 13.7838, 4.0195, 13.9013, 2.9088, 1.8226, 6.4653, 3.8191, 2.7361, 7.4147]",13.9013
2,5,Simón pateó la pelota en la cancha en un instante.,True,La acción tuvo lugar en el parque.,NO,False,"[13.4307, 13.6805, 3.6509, 13.6989, 3.3132, 1.6577, 7.4701, 4.2169, 2.8405, 7.9941]",13.6989,"[13.8838, 13.7838, 3.458, 13.9054, 2.7503, 1.7749, 5.5542, 3.8417, 2.8898, 7.2992]",13.9054
3,0,Pablo secuestró a la turista en el aeropuerto durante una hora.,True,Lo que Pedro hizo fue un secuestro.,SI,False,"[13.3204, 13.5128, 2.2106, 1.7419, 14.0053, 2.6148, 1.4904, 5.0172, 6.1536, 2.4954, 6.6018]",14.0053,"[13.8676, 13.5597, 2.3868, 1.8134, 13.6376, 2.9445, 0.8991, 5.4696, 6.4001, 2.7787, 4.4403]",13.6376
3,1,Pablo secuestró a una turista en el aeropuerto durante una hora.,True,Lo que Pedro hizo fue un secuestro.,SI,False,"[13.3204, 13.5128, 2.2106, 3.7912, 13.2791, 2.1071, 1.213, 4.7464, 6.271, 2.2074, 6.3754]",13.2791,"[13.8676, 13.5597, 2.3868, 3.1982, 12.6078, 3.0242, 0.9059, 5.3964, 6.4898, 2.6976, 4.4114]",12.6078
3,2,Pablo secuestró a la camioneta en el aeropuerto durante una hora.,True,Lo que Pedro hizo fue un secuestro.,SI,False,"[13.3204, 13.5128, 2.2106, 1.7419, 14.1251, 2.8885, 1.4661, 4.8391, 6.1661, 2.5685, 6.441]",14.1251,"[13.8676, 13.5597, 2.3868, 1.8134, 14.1676, 2.821, 1.1942, 4.8987, 5.994, 2.8056, 4.0149]",14.1676
3,3,Pablo secuestró la turista en el aeropuerto durante una hora.,True,Lo que Pedro hizo fue un secuestro.,SI,False,"[13.3204, 13.5128, 2.7548, 14.4623, 2.8752, 1.4819, 4.5535, 6.1643, 2.4067, 6.6551]",14.4623,"[13.8676, 13.5597, 3.1491, 15.041, 2.7978, 0.8974, 5.3571, 6.4084, 2.7672, 4.5255]",15.041
3,4,Pablo secuestró una turista en el aeropuerto durante una hora.,True,Lo que Pedro hizo fue un secuestro.,SI,False,"[13.3204, 13.5128, 4.1729, 14.4876, 2.114, 1.1567, 4.3605, 6.3873, 2.0767, 6.3474]",14.4876,"[13.8676, 13.5597, 3.2532, 14.2883, 2.8695, 0.9183, 5.2667, 6.5439, 2.7005, 4.4913]",14.2883
3,5,Pablo secuestró la camioneta en el aeropuerto durante una hora.,True,Lo que Pedro hizo fue un secuestro.,SI,False,"[13.3204, 13.5128, 2.7548, 13.9941, 3.1516, 1.47, 4.3547, 6.167, 2.5045, 6.4839]",13.9941,"[13.8676, 13.5597, 3.1491, 14.2459, 2.7071, 1.1609, 4.8586, 5.9939, 2.7903, 4.1052]",14.2459
4,0,Jorge arrolló a la ciclista en la calle en un segundo.,False,,,False,"[13.3582, 13.9799, 0.9007, 1.3061, 14.7921, 2.6819, 2.2525, 5.4526, 3.9482, 2.9252, 5.0782]",14.7921,"[13.8538, 13.5752, 0.2657, 1.3294, 15.035, 3.203, 1.8966, 4.1124, 3.9174, 2.9694, 5.5111]",15.035
4,1,Jorge arrolló a una ciclista en la calle en un segundo.,False,,,False,"[13.3582, 13.9799, 0.9007, 3.5683, 14.0495, 2.1763, 2.1395, 5.2531, 3.7081, 2.576, 5.3772]",14.0495,"[13.8538, 13.5752, 0.2657, 3.1441, 14.134, 2.8148, 1.94, 4.0958, 3.7248, 2.8782, 5.6188]",14.134
4,2,Jorge arrolló a la valla en la calle en un segundo.,False,,,False,"[13.3582, 13.9799, 0.9007, 1.3061, 14.0349, 3.2063, 1.8334, 5.5035, 3.9103, 2.9303, 5.2037]",14.0349,"[13.8538, 13.5752, 0.2657, 1.3294, 14.0578, 4.0529, 1.9766, 3.6904, 4.0374, 3.1161, 5.7057]",14.0578
4,3,Jorge arrolló la ciclista en la calle en un segundo.,False,,,False,"[13.3582, 13.9799, 4.8722, 14.9315, 3.3216, 2.1042, 4.8101, 4.2061, 2.8424, 5.0733]",14.9315,"[13.8538, 13.5752, 5.8341, 15.1593, 3.3699, 1.9156, 4.2847, 4.0349, 3.0179, 5.5278]",15.1593
4,4,Jorge arrolló una ciclista en la calle en un segundo.,False,,,False,"[13.3582, 13.9799, 6.8841, 14.7089, 2.5352, 1.928, 4.8298, 4.0161, 2.6274, 5.5485]",14.7089,"[13.8538, 13.5752, 7.1109, 15.1037, 2.9963, 1.9846, 4.166, 3.7992, 2.9477, 5.651]",15.1037
4,5,Jorge arrolló la valla en la calle en un segundo.,False,,,False,"[13.3582, 13.9799, 4.8722, 13.9732, 3.6098, 1.6847, 5.1138, 4.14, 2.8302, 5.1975]",13.9732,"[13.8538, 13.5752, 5.8341, 13.4768, 4.1139, 1.9642, 3.897, 4.1549, 3.1762, 5.7287]",13.4768
5,0,Manuel abrazó a la señora en el parque en pocos instantes.,False,,,False,"[13.263, 13.7045, 1.3987, 1.42, 13.6753, 4.0551, 1.6735, 6.3192, 5.4556, 7.799, 7.2045]",13.6753,"[14.0411, 14.398, 0.702, 1.312, 14.98, 4.9783, 1.0015, 6.8518, 5.3233, 8.0035, 9.2093]",14.98
5,1,Manuel abrazó a una señora en el parque en pocos instantes.,False,,,False,"[13.263, 13.7045, 1.3987, 3.8743, 14.936, 3.1626, 1.4964, 5.8914, 5.3154, 7.6523, 7.1124]",14.936,"[14.0411, 14.398, 0.702, 3.4202, 13.2128, 3.5154, 0.9612, 6.6876, 5.2339, 8.0383, 9.319]",13.2128
5,2,Manuel abrazó a la planta en el parque en pocos instantes.,False,,,False,"[13.263, 13.7045, 1.3987, 1.42, 15.1912, 4.3973, 1.6869, 6.1903, 5.6076, 7.321, 7.3438]",15.1912,"[14.0411, 14.398, 0.702, 1.312, 14.4883, 3.9679, 1.1671, 5.9957, 5.3518, 8.1039, 9.3891]",14.4883
5,3,Manuel abrazó la señora en el parque en pocos instantes.,False,,,False,"[13.263, 13.7045, 4.3788, 13.4652, 5.0219, 1.7104, 5.7039, 5.7109, 7.7099, 7.3754]",13.4652,"[14.0411, 14.398, 5.0359, 15.0758, 4.8526, 0.9447, 6.8322, 5.4398, 8.1622, 9.2151]",15.0758
5,4,Manuel abrazó una señora en el parque en pocos instantes.,False,,,False,"[13.263, 13.7045, 6.5195, 15.0184, 3.3297, 1.5068, 5.4731, 5.5579, 7.7008, 7.3017]",15.0184,"[14.0411, 14.398, 6.3459, 14.422, 3.6189, 0.8956, 6.6102, 5.3673, 8.1908, 9.3116]",14.422
5,5,Manuel abrazó la planta en el parque en pocos instantes.,False,,,False,"[13.263, 13.7045, 4.3788, 14.8568, 4.3292, 1.7433, 5.9408, 5.7481, 7.2197, 7.4982]",14.8568,"[14.0411, 14.398, 5.0359, 14.1317, 3.9186, 1.138, 6.0275, 5.4999, 8.2823, 9.4077]",14.1317
6,0,Francisco besó a la novia en la iglesia durante unos segundos.,True,El beso tuvo lugar en un museo.,NO,False,"[13.2849, 14.122, 2.2292, 1.834, 14.7181, 3.2087, 2.0936, 5.4812, 5.7374, 5.9015, 4.9912]",14.7181,"[13.8273, 15.0506, 3.3455, 1.9062, 13.6247, 3.9177, 1.6936, 6.7109, 5.8057, 5.7411, 5.2518]",13.6247
6,1,Francisco besó a una novia en la iglesia durante unos segundos.,True,El beso tuvo lugar en un museo.,NO,False,"[13.2849, 14.122, 2.2292, 3.6965, 14.3187, 2.5749, 1.9792, 6.0173, 5.6347, 5.533, 5.0109]",14.3187,"[13.8273, 15.0506, 3.3455, 3.9256, 13.3789, 3.3102, 1.6853, 6.83, 5.8787, 5.4642, 5.258]",13.3789
6,2,Francisco besó a la cruz en la iglesia durante unos segundos.,True,El beso tuvo lugar en un museo.,NO,False,"[13.2849, 14.122, 2.2292, 1.834, 14.2439, 1.9845, 1.8076, 7.2837, 6.372, 6.2223, 5.4991]",14.2439,"[13.8273, 15.0506, 3.3455, 1.9062, 13.9871, 4.2855, 1.5799, 6.1347, 5.9492, 6.0298, 5.5407]",13.9871
6,3,Francisco besó la novia en la iglesia durante unos segundos.,True,El beso tuvo lugar en un museo.,NO,False,"[13.2849, 14.122, 4.3014, 15.357, 3.5946, 1.9606, 5.6011, 5.6835, 5.8831, 4.8764]",15.357,"[13.8273, 15.0506, 4.9138, 14.2381, 4.1173, 1.6662, 6.4882, 6.044, 5.7903, 5.204]",14.2381
6,4,Francisco besó una novia en la iglesia durante unos segundos.,True,El beso tuvo lugar en un museo.,NO,False,"[13.2849, 14.122, 6.0121, 15.4771, 2.741, 1.7509, 5.7253, 5.7858, 5.3511, 5.052]",15.4771,"[13.8273, 15.0506, 5.914, 15.4132, 3.315, 1.721, 6.5727, 6.104, 5.501, 5.2022]",15.4132
6,5,Francisco besó la cruz en la iglesia durante unos segundos.,True,El beso tuvo lugar en un museo.,NO,False,"[13.2849, 14.122, 4.3014, 13.8042, 2.5004, 1.6674, 7.1506, 6.7041, 6.3518, 5.3202]",13.8042,"[13.8273, 15.0506, 4.9138, 14.1548, 4.8871, 1.5591, 5.9799, 6.1761, 6.053, 5.4993]",14.1548
7,0,Tomás empujó a la vieja a la puerta en pocos segundos.,False,,,False,"[13.3141, 13.2086, 1.1607, 1.3351, 13.5154, 4.9191, 2.1889, 7.0749, 5.2776, 8.0838, 4.8398]",13.5154,"[13.764, 14.3532, 0.3528, 1.3805, 14.5655, 4.0575, 1.6694, 5.0125, 4.6994, 8.0972, 4.8413]",14.5655
7,1,Tomás empujó a una vieja a la puerta en pocos segundos.,False,,,False,"[13.3141, 13.2086, 1.1607, 3.5107, 13.7759, 4.6448, 2.2191, 6.2805, 5.3593, 7.9323, 4.8931]",13.7759,"[13.764, 14.3532, 0.3528, 3.3762, 13.7977, 5.2096, 1.747, 4.7963, 4.6276, 8.05, 4.8718]",13.7977
7,2,Tomás empujó a la silla a la puerta en pocos segundos.,False,,,False,"[13.3141, 13.2086, 1.1607, 1.3351, 14.5982, 3.766, 2.3973, 4.7337, 5.4243, 8.0458, 4.7942]",14.5982,"[13.764, 14.3532, 0.3528, 1.3805, 15.1686, 3.3698, 1.3509, 4.0433, 4.9442, 7.8674, 4.6326]",15.1686
7,3,Tomás empujó la vieja a la puerta en pocos segundos.,False,,,False,"[13.3141, 13.2086, 4.6676, 13.5246, 4.7907, 1.8081, 6.6107, 5.2756, 7.9936, 4.783]",13.5246,"[13.764, 14.3532, 3.7684, 15.5458, 3.1063, 1.5785, 5.0295, 4.647, 8.172, 4.8918]",15.5458
7,4,Tomás empujó una vieja a la puerta en pocos segundos.,False,,,False,"[13.3141, 13.2086, 6.6646, 14.0749, 3.824, 1.6653, 6.2549, 5.394, 8.0267, 4.9067]",14.0749,"[13.764, 14.3532, 5.4906, 15.0994, 3.7813, 1.7066, 4.8073, 4.5796, 8.1132, 4.9299]",15.0994
7,5,Tomás empujó la silla a la puerta en pocos segundos.,False,,,False,"[13.3141, 13.2086, 4.6676, 13.9863, 3.4442, 2.0902, 4.5808, 5.2698, 7.9056, 4.6673]",13.9863,"[13.764, 14.3532, 3.7684, 15.7596, 3.0428, 1.3391, 4.008, 4.8938, 7.9174, 4.6597]",15.7596
8,0,Helena colgó a la criminal en el patio en cinco minutos.,True,Helena estaba en el patio.,SI,False,"[13.4248, 12.8476, 2.296, 1.9342, 13.8056, 2.5865, 1.4691, 7.347, 5.6745, 6.9404, 2.4439]",13.8056,"[13.8085, 13.2655, 2.9302, 2.3732, 13.7141, 3.5448, 1.1092, 7.054, 4.6901, 7.1383, 2.17]",13.7141
8,1,Helena colgó a una criminal en el patio en cinco minutos.,True,Helena estaba en el patio.,SI,False,"[13.4248, 12.8476, 2.296, 3.0969, 13.7188, 2.0905, 1.2229, 7.0836, 5.5783, 6.6772, 2.5793]",13.7188,"[13.8085, 13.2655, 2.9302, 3.6824, 13.7955, 3.2326, 1.0754, 6.8916, 4.5302, 7.1411, 2.1041]",13.7955
8,2,Helena colgó a la fotografía en el patio en cinco minutos.,True,Helena estaba en el patio.,SI,False,"[13.4248, 12.8476, 2.296, 1.9342, 13.5689, 3.147, 1.6774, 6.5257, 5.4726, 7.0943, 2.3785]",13.5689,"[13.8085, 13.2655, 2.9302, 2.3732, 13.1489, 2.1486, 0.9771, 5.8873, 4.3474, 7.4357, 2.537]",13.1489
8,3,Helena colgó la criminal en el patio en cinco minutos.,True,Helena estaba en el patio.,SI,False,"[13.4248, 12.8476, 2.3756, 14.2566, 2.5248, 1.4242, 6.9004, 5.5672, 6.9114, 2.3904]",14.2566,"[13.8085, 13.2655, 2.3946, 14.7356, 3.3155, 1.086, 7.0296, 4.6362, 7.1197, 2.2546]",14.7356
8,4,Helena colgó una criminal en el patio en cinco minutos.,True,Helena estaba en el patio.,SI,False,"[13.4248, 12.8476, 3.5108, 14.1393, 2.0346, 1.1594, 6.9423, 5.6604, 6.7777, 2.4784]",14.1393,"[13.8085, 13.2655, 3.6802, 14.9387, 3.132, 1.0476, 6.8387, 4.4471, 7.1439, 2.1601]",14.9387
8,5,Helena colgó la fotografía en el patio en cinco minutos.,True,Helena estaba en el patio.,SI,False,"[13.4248, 12.8476, 2.3756, 13.299, 2.8833, 1.6742, 6.2743, 5.2745, 7.0904, 2.3232]",13.299,"[13.8085, 13.2655, 2.3946, 13.5499, 2.0703, 0.9664, 5.7678, 4.3217, 7.4582, 2.6879]",13.5499
9,0,Carlos quemó a la bruja en la plaza en pocos minutos.,True,Había fuego en la plaza.,SI,False,"[13.3023, 13.2624, 2.0103, 1.6007, 14.0389, 3.2879, 1.6646, 5.6197, 4.5544, 7.3893, 0.2854]",14.0389,"[13.8605, 14.5775, 2.1217, 1.6207, 14.1214, 3.0087, 1.7578, 5.3414, 4.0749, 8.9069, 0.3865]",14.1214
9,1,Carlos quemó a una bruja en la plaza en pocos minutos.,True,Había fuego en la plaza.,SI,False,"[13.3023, 13.2624, 2.0103, 3.8506, 13.8579, 2.6254, 1.5812, 5.4441, 4.4339, 7.277, 0.3264]",13.8579,"[13.8605, 14.5775, 2.1217, 3.414, 13.3141, 2.7603, 1.799, 5.2642, 3.8116, 8.949, 0.3516]",13.3141
9,2,Carlos quemó a la página en la plaza en pocos minutos.,True,Había fuego en la plaza.,SI,False,"[13.3023, 13.2624, 2.0103, 1.6007, 14.2641, 3.9123, 1.8113, 8.8047, 4.8375, 7.6696, 0.2005]",14.2641,"[13.8605, 14.5775, 2.1217, 1.6207, 15.064, 3.5853, 1.7269, 6.1226, 4.4314, 9.3663, 0.4438]",15.064
9,3,Carlos quemó la bruja en la plaza en pocos minutos.,True,Había fuego en la plaza.,SI,False,"[13.3023, 13.2624, 3.1693, 14.2032, 3.4636, 1.4967, 5.5639, 4.786, 7.2355, 0.2394]",14.2032,"[13.8605, 14.5775, 2.0507, 14.4526, 3.1864, 1.7509, 5.3867, 4.1913, 8.8696, 0.3415]",14.4526
9,4,Carlos quemó una bruja en la plaza en pocos minutos.,True,Había fuego en la plaza.,SI,False,"[13.3023, 13.2624, 5.0698, 14.2535, 2.6711, 1.3457, 5.5402, 4.8213, 7.3932, 0.3044]",14.2535,"[13.8605, 14.5775, 3.2344, 14.0973, 2.8868, 1.8067, 5.2438, 3.9051, 8.8901, 0.3109]",14.0973
9,5,Carlos quemó la página en la plaza en pocos minutos.,True,Había fuego en la plaza.,SI,False,"[13.3023, 13.2624, 3.1693, 14.204, 3.8627, 1.661, 8.8706, 5.0501, 7.4649, 0.1852]",14.204,"[13.8605, 14.5775, 2.0507, 15.8871, 3.3669, 1.7585, 5.9784, 4.553, 9.4072, 0.3995]",15.8871
10,0,Mateo eliminó a la rehén en el banco en pocos segundos.,False,,,False,"[13.5394, 12.6018, 1.2942, 1.568, 14.21, 3.0937, 1.5429, 6.6779, 5.8599, 6.6614, 5.3603]",14.21,"[14.083, 14.2226, 1.0643, 1.6864, 15.0659, 2.8447, 0.9603, 7.6547, 5.7193, 7.429, 5.1131]",15.0659
10,1,Mateo eliminó a una rehén en el banco en pocos segundos.,False,,,False,"[13.5394, 12.6018, 1.2942, 3.3214, 14.078, 2.3072, 1.2513, 5.7595, 5.8003, 6.6446, 5.2719]",14.078,"[14.083, 14.2226, 1.0643, 3.8583, 14.3323, 2.7057, 0.9371, 7.5199, 5.4063, 7.323, 5.1402]",14.3323
10,2,Mateo eliminó a la carpeta en el banco en pocos segundos.,False,,,False,"[13.5394, 12.6018, 1.2942, 1.568, 14.0276, 3.603, 1.6494, 6.8221, 5.6923, 6.4326, 5.1706]",14.0276,"[14.083, 14.2226, 1.0643, 1.6864, 15.9047, 3.8861, 0.9801, 7.7729, 5.7669, 7.2765, 4.8569]",15.9047
10,3,Mateo eliminó la rehén en el banco en pocos segundos.,False,,,False,"[13.5394, 12.6018, 2.683, 13.9115, 3.1368, 1.5574, 6.1671, 6.0583, 6.6488, 5.345]",13.9115,"[14.083, 14.2226, 2.1932, 15.5955, 2.9185, 0.9223, 7.4854, 5.747, 7.475, 5.1469]",15.5955
10,4,Mateo eliminó una rehén en el banco en pocos segundos.,False,,,False,"[13.5394, 12.6018, 4.1495, 14.1337, 2.2446, 1.2734, 5.5636, 6.01, 6.7472, 5.2972]",14.1337,"[14.083, 14.2226, 4.5241, 15.2657, 2.7695, 0.9189, 7.3595, 5.4306, 7.3514, 5.1841]",15.2657
10,5,Mateo eliminó la carpeta en el banco en pocos segundos.,False,,,False,"[13.5394, 12.6018, 2.683, 13.6686, 3.5312, 1.6702, 6.3988, 5.8905, 6.396, 5.1387]",13.6686,"[14.083, 14.2226, 2.1932, 16.4822, 3.7547, 0.9519, 7.5896, 5.8284, 7.3584, 4.8774]",16.4822
11,0,Valeria neutralizó a la criminal en la frontera en cinco minutos.,False,,,False,"[13.3863, 12.9299, 3.003, 1.6235, 14.0067, 2.5273, 1.8214, 4.0191, 4.1677, 8.2585, 3.8318]",14.0067,"[13.8011, 14.4952, 2.812, 1.6545, 14.0049, 3.9257, 1.7115, 3.3672, 5.2552, 7.5632, 1.748]",14.0049
11,1,Valeria neutralizó a una criminal en la frontera en cinco minutos.,False,,,False,"[13.3863, 12.9299, 3.003, 3.5787, 13.559, 1.9514, 1.7765, 4.6091, 3.8655, 7.9463, 4.0169]",13.559,"[13.8011, 14.4952, 2.812, 3.9737, 13.7357, 3.8774, 1.7167, 3.7006, 5.2026, 7.481, 1.6939]",13.7357
11,2,Valeria neutralizó a la bomba en la frontera en cinco minutos.,False,,,False,"[13.3863, 12.9299, 3.003, 1.6235, 14.1506, 3.0554, 2.2045, 3.9781, 4.2637, 8.3242, 3.354]",14.1506,"[13.8011, 14.4952, 2.812, 1.6545, 14.4397, 2.8864, 1.8461, 4.7403, 4.989, 7.381, 0.9613]",14.4397
11,3,Valeria neutralizó la criminal en la frontera en cinco minutos.,False,,,False,"[13.3863, 12.9299, 4.2316, 13.9228, 2.7867, 1.7135, 4.1564, 4.3333, 8.1259, 3.6382]",13.9228,"[13.8011, 14.4952, 3.8977, 14.309, 3.9115, 1.7203, 3.446, 5.2538, 7.6243, 1.7025]",14.309
11,4,Valeria neutralizó una criminal en la frontera en cinco minutos.,False,,,False,"[13.3863, 12.9299, 6.2506, 13.9842, 1.9331, 1.6144, 4.5783, 4.1243, 8.0111, 3.8137]",13.9842,"[13.8011, 14.4952, 5.801, 14.7017, 3.9445, 1.7415, 3.7583, 5.2032, 7.5433, 1.6467]",14.7017
11,5,Valeria neutralizó la bomba en la frontera en cinco minutos.,False,,,False,"[13.3863, 12.9299, 4.2316, 13.4937, 3.3187, 2.1111, 4.0748, 4.3485, 8.2472, 3.323]",13.4937,"[13.8011, 14.4952, 3.8977, 14.0556, 3.1518, 1.83, 4.8407, 5.0252, 7.4391, 0.9454]",14.0556
12,0,Paula abatió a la contrincante en el ring en pocos minutos.,True,El combate duró varias horas.,NO,False,"[13.3474, 13.0823, 1.9736, 1.377, 14.2819, 2.8784, 1.5025, 9.0973, 3.5148, 8.0354, 0.2319]",14.2819,"[13.7652, 14.0732, 0.7229, 1.6135, 14.6061, 2.8377, 1.0273, 8.4548, 3.4809, 8.0181, 0.3856]",14.6061
12,1,Paula abatió a una contrincante en el ring en pocos minutos.,True,El combate duró varias horas.,NO,False,"[13.3474, 13.0823, 1.9736, 3.6626, 14.0947, 2.2107, 1.2278, 8.8462, 3.246, 7.8815, 0.2829]",14.0947,"[13.7652, 14.0732, 0.7229, 3.2145, 14.1617, 2.5542, 1.0116, 8.4795, 3.3191, 8.0582, 0.3451]",14.1617
12,2,Paula abatió a la resistencia en el ring en pocos minutos.,True,El combate duró varias horas.,NO,False,"[13.3474, 13.0823, 1.9736, 1.377, 14.6612, 4.1253, 1.5899, 10.5695, 3.6481, 7.0955, 0.194]",14.6612,"[13.7652, 14.0732, 0.7229, 1.6135, 14.8315, 3.9973, 1.1936, 8.1524, 3.6377, 7.3991, 0.3295]",14.8315
12,3,Paula abatió la contrincante en el ring en pocos minutos.,True,El combate duró varias horas.,NO,False,"[13.3474, 13.0823, 4.1269, 14.0338, 3.1316, 1.5612, 8.8576, 3.7482, 7.9551, 0.1823]",14.0338,"[13.7652, 14.0732, 4.1057, 14.9381, 2.8176, 1.014, 8.3707, 3.4102, 8.0353, 0.3366]",14.9381
