id,type,DOM,sentence,surprisal_list,surprisal_obj
32,0,1,Martín buscó a la médica en el hospital durante dos horas.,"[('ĠbuscÃ³', 12.55243307304709), ('Ġa', 3.401040848345662), ('Ġla', 4.03503769248632), ('ĠmÃ©dica', 6.025787783087985), ('Ġen', 2.5317607309350265), ('Ġel', 1.9527102799532259), ('Ġhospital', 1.9611635712084348), ('Ġdurante', 10.273566638830392), ('Ġdos', 5.040979351856163), 2.018927728119028]",6.025787783087985
32,1,1,Martín buscó a una médica en el hospital durante dos horas.,"[('ĠbuscÃ³', 12.55243307304709), ('Ġa', 3.401040848345662), ('Ġuna', 9.332433545750483), ('ĠmÃ©dica', 6.456201196165699), ('Ġen', 2.9361098293091796), ('Ġel', 4.671852300378713), ('Ġhospital', 2.1781313800921263), ('Ġdurante', 12.28544995757008), ('Ġdos', 6.311790803889215), 1.5416689926686995]",6.456201196165699
32,3,0,Martín buscó la médica en el hospital durante dos horas.,"[('ĠbuscÃ³', 12.55243307304709), ('Ġla', 1.77660004546971), ('ĠmÃ©dica', 9.157732193142834), ('Ġen', 3.4883915246494857), ('Ġel', 2.2443488282579285), ('Ġhospital', 3.3390500458074643), ('Ġdurante', 11.710626152215884), ('Ġdos', 5.303031380767635), 1.4231468048612932]",9.157732193142834
32,4,0,Martín buscó una médica en el hospital durante dos horas.,"[('ĠbuscÃ³', 12.55243307304709), ('Ġuna', 4.483062129012384), ('ĠmÃ©dica', 7.946093779896244), ('Ġen', 2.61206699785951), ('Ġel', 3.09390459940641), ('Ġhospital', 3.9054205599064518), ('Ġdurante', 11.936047252354784), ('Ġdos', 6.261071056357962), 1.1888321378809752]",7.946093779896244
32,2,1,Martín buscó a la escalera en el hospital durante dos horas.,"[('ĠbuscÃ³', 12.55243307304709), ('Ġa', 3.401040848345662), ('Ġla', 4.03503769248632), ('Ġescalera', 7.542018477902264), ('Ġen', 4.936722093041922), ('Ġel', 1.501868079675425), ('Ġhospital', 11.349952391993643), ('Ġdurante', 11.192157621896412), ('Ġdos', 6.07509864874337), 1.8907194774150282]",7.542018477902264
32,5,0,Martín buscó la escalera en el hospital durante dos horas.,"[('ĠbuscÃ³', 12.55243307304709), ('Ġla', 1.77660004546971), ('Ġescalera', 4.156354082422294), ('Ġen', 4.252005501370012), ('Ġel', 1.9174882330565228), ('Ġhospital', 11.124531291854742), ('Ġdurante', 12.882815872938165), ('Ġdos', 6.339968441406578), 1.7489507386557976]",4.156354082422294
48,0,1,Samuel descubrió a la infiltrada en el museo en pocas horas.,"[('ĠdescubriÃ³', 11.5654782983325), ('Ġa', 7.912280614875409), ('Ġla', 2.9671052305782784), ('Ġinfiltrada', 7.2317906688311036), ('Ġen', 1.4779170877856667), ('Ġel', 2.9699229943300147), ('Ġmuseo', 6.340066127552268), ('Ġen', 4.908544455524559), ('Ġpocas', 7.698149573826374), 0.655168596392473]",7.2317906688311036
48,1,1,Samuel descubrió a una infiltrada en el museo en pocas horas.,"[('ĠdescubriÃ³', 11.5654782983325), ('Ġa', 7.912280614875409), ('Ġuna', 5.5256347171548), ('Ġinfiltrada', 7.449462918652729), ('Ġen', 0.9538130299627229), ('Ġel', 2.896661136784872), ('Ġmuseo', 6.7289287901555035), ('Ġen', 5.139601083166932), ('Ġpocas', 8.49843231550266), 0.6054779930439833]",7.449462918652729
48,3,0,Samuel descubrió la infiltrada en el museo en pocas horas.,"[('ĠdescubriÃ³', 11.5654782983325), ('Ġla', 2.9445631205643883), ('Ġinfiltrada', 16.91221803792101), ('Ġen', 3.015007214357795), ('Ġel', 2.407779125858631), ('Ġmuseo', 6.531718778159557), ('Ġen', 4.877549054255461), ('Ġpocas', 7.4953046362662334), 0.6727906267304797]",16.91221803792101
48,4,0,Samuel descubrió una infiltrada en el museo en pocas horas.,"[('ĠdescubriÃ³', 11.5654782983325), ('Ġuna', 3.147442110689399), ('Ġinfiltrada', 17.075648335521716), ('Ġen', 2.148544860698896), ('Ġel', 3.3418678095592007), ('Ġmuseo', 5.404636667105573), ('Ġen', 5.238222814477702), ('Ġpocas', 8.154667115591321), 0.6463906018924352]",17.075648335521716
48,2,1,Samuel descubrió a la tabla en el museo en pocas horas.,"[('ĠdescubriÃ³', 11.5654782983325), ('Ġa', 7.912280614875409), ('Ġla', 2.9671052305782784), ('Ġtabla', 14.201529308750734), ('Ġen', 7.010596214319807), ('Ġel', 1.307442380805623), ('Ġmuseo', 5.046769921719388), ('Ġen', 7.004960686816334), ('Ġpocas', 8.605512497548164), 0.9859531477559647]",14.201529308750734
48,5,0,Samuel descubrió la tabla en el museo en pocas horas.,"[('ĠdescubriÃ³', 11.5729932522446), ('Ġla', 2.9445631205643883), ('Ġtabla', 10.076323176208854), ('Ġen', 6.182173671309347), ('Ġel', 1.1531698153980632), ('Ġmuseo', 7.551674615817608), ('Ġen', 5.810228856080162), ('Ġpocas', 8.859064025966765), 0.8334416846932396]",10.076323176208854
31,0,1,Miguel recibió a la invitada en la casa en un día.,"[('ĠrecibiÃ³', 9.65440708194497), ('Ġa', 4.344991705177308), ('Ġla', 4.364716051439462), ('Ġinvitada', 4.98772801970421), ('Ġen', 3.0685447256407836), ('Ġla', 1.1700763979084807), ('Ġcasa', 8.49837547523655), ('Ġen', 8.644899190326836), ('Ġun', 5.70597159726592), 4.190014698831813]",4.98772801970421
31,1,1,Miguel recibió a una invitada en la casa en un día.,"[('ĠrecibiÃ³', 9.65440708194497), ('Ġa', 4.344991705177308), ('Ġuna', 4.556323986557527), ('Ġinvitada', 4.455941152901923), ('Ġen', 5.2438583419811735), ('Ġla', 3.2996013532831565), ('Ġcasa', 2.8036749329775756), ('Ġen', 6.988054104305917), ('Ġun', 6.841530389215631), 3.8539963714372654]",4.455941152901923
31,3,0,Miguel recibió la invitada en la casa en un día.,"[('ĠrecibiÃ³', 9.64888162333805), ('Ġla', 2.3880547795964775), ('Ġinvitada', 11.84024328479575), ('Ġen', 5.782051218562799), ('Ġla', 2.041469838132918), ('Ġcasa', 6.170902616302402), ('Ġen', 7.281101534486488), ('Ġun', 4.778927322944692), 2.636017989749268]",11.84024328479575
31,4,0,Miguel recibió una invitada en la casa en un día.,"[('ĠrecibiÃ³', 9.64888162333805), ('Ġuna', 2.0273810193742365), ('Ġinvitada', 11.785296891636893), ('Ġen', 5.263582688243328), ('Ġla', 2.667013391018367), ('Ġcasa', 3.7363547348022763), ('Ġen', 6.537211904028116), ('Ġun', 5.759509108548909), 2.8811634361503224]",11.785296891636893
31,2,1,Miguel recibió a la caja en la casa en un día.,"[('ĠrecibiÃ³', 9.65440708194497), ('Ġa', 4.344991705177308), ('Ġla', 4.364716051439462), ('Ġcaja', 10.693413437839094), ('Ġen', 5.215680704463812), ('Ġla', 1.250382664832964), ('Ġcasa', 8.374393870160155), ('Ġen', 7.562877909660113), ('Ġun', 5.584807755941261), 3.6025109565948044]",10.693413437839094
31,5,0,Miguel recibió la caja en la casa en un día.,"[('ĠrecibiÃ³', 9.64888162333805), ('Ġla', 2.3880547795964775), ('Ġcaja', 5.049784863580339), ('Ġen', 5.956752571170447), ('Ġla', 1.4095863168060625), ('Ġcasa', 10.003061318663711), ('Ġen', 8.864684762962264), ('Ġun', 6.024378901212117), 3.8237054111061006]",5.049784863580339
37,0,1,Isabel vió a la estudiante desde su ventana durante una mañana.,"[('ĠviÃ³', 12.708114520330517), ('Ġa', 4.088575203769309), ('Ġla', 2.1415004513195552), ('Ġestudiante', 7.340274573272949), ('Ġdesde', 9.405695403295624), ('Ġsu', 3.2545171332553764), ('Ġventana', 7.500887107121915), ('Ġdurante', 12.826460597903441), ('Ġuna', 3.7927100098370015), 6.123000632522887]",7.340274573272949
37,1,1,Isabel vió a una estudiante desde su ventana durante una mañana.,"[('ĠviÃ³', 12.708114520330517), ('Ġa', 4.088575203769309), ('Ġuna', 5.567901173430843), ('Ġestudiante', 6.835894861712159), ('Ġdesde', 12.431973672660364), ('Ġsu', 3.2629704245105855), ('Ġventana', 4.325267358915154), ('Ġdurante', 11.028727324295708), ('Ġuna', 2.8684834992675095), 5.236813932601834]",6.835894861712159
37,3,0,Isabel vió la estudiante desde su ventana durante una mañana.,"[('ĠviÃ³', 12.708114520330517), ('Ġla', 3.9758646536998583), ('Ġestudiante', 10.096047522471007), ('Ġdesde', 10.155220561257469), ('Ġsu', 3.4883915246494857), ('Ġventana', 3.55320009093942), ('Ġdurante', 13.649247613410427), ('Ġuna', 4.063215330003683), 5.717242652272865]",10.096047522471007
37,4,0,Isabel vió una estudiante desde su ventana durante una mañana.,"[('ĠviÃ³', 12.708114520330517), ('Ġuna', 6.176538143805875), ('Ġestudiante', 9.566307937144591), ('Ġdesde', 12.116384132465903), ('Ġsu', 3.169984220703289), ('Ġventana', 1.8470441392631163), ('Ġdurante', 12.454515782674255), ('Ġuna', 3.7898922460852655), 6.13427168752983]",9.566307937144591
37,2,1,Isabel vió a la tormenta desde su ventana durante una mañana.,"[('ĠviÃ³', 12.708114520330517), ('Ġa', 4.088575203769309), ('Ġla', 2.1415004513195552), ('Ġtormenta', 5.272503772308883), ('Ġdesde', 4.722572047909966), ('Ġsu', 3.5503823271876835), ('Ġventana', 2.3176106858030714), ('Ġdurante', 13.333658073215966), ('Ġuna', 2.8910256092813995), 8.983030840535186]",5.272503772308883
37,5,0,Isabel vió la tormenta desde su ventana durante una mañana.,"[('ĠviÃ³', 12.708114520330517), ('Ġla', 3.9758646536998583), ('Ġtormenta', 4.393037810418247), ('Ġdesde', 4.274547611383902), ('Ġsu', 2.304930748920258), ('Ġventana', 0.6618222611890533), ('Ġdurante', 15.396261139486906), ('Ġuna', 4.150566006307506), 9.577578992151537]",4.393037810418247
12,0,1,Paula abatió a la contrincante en el ring en pocos minutos.,"[('ĠabatiÃ³', 12.827399852487353), ('Ġa', 4.874731290503724), ('Ġla', 5.531270244658272), ('Ġcontrincante', 10.44451097310239), ('Ġen', 4.10266402252799), ('Ġel', 0.8847778180451846), ('Ġring', 2.4401834090035983), ('Ġen', 7.534700272142751), ('Ġpocos', 6.440703495531149), 3.467258296511464]",10.44451097310239
12,1,1,Paula abatió a una contrincante en el ring en pocos minutos.,"[('ĠabatiÃ³', 12.827399852487353), ('Ġa', 4.874731290503724), ('Ġuna', 10.081958703712326), ('Ġcontrincante', 10.023020478571842), ('Ġen', 3.9815001812033306), ('Ġel', 0.9080243689970088), ('Ġring', 4.375987106446407), ('Ġen', 6.001836791198227), ('Ġpocos', 5.203352988049965), 3.2784681251451344]",10.023020478571842
12,3,0,Paula abatió la contrincante en el ring en pocos minutos.,"[('ĠabatiÃ³', 12.827399852487353), ('Ġla', 3.4433073046217055), ('Ġcontrincante', 17.083162372193012), ('Ġen', 3.491209288401222), ('Ġel', 1.338437782074722), ('Ġring', 3.2122506769793326), ('Ġen', 6.700642201628819), ('Ġpocos', 5.593084936961986), 3.4743027058908043]",17.083162372193012
12,4,0,Paula abatió una contrincante en el ring en pocos minutos.,"[('ĠabatiÃ³', 12.827399852487353), ('Ġuna', 4.412618035218978), ('Ġcontrincante', 16.90282549208189), ('Ġen', 3.3531388645661457), ('Ġel', 0.8403980389553386), ('Ġring', 4.277365375135638), ('Ġen', 6.3230618588961605), ('Ġpocos', 4.8960406288762295), 4.347809468929044]",16.90282549208189
12,2,1,Paula abatió a la resistencia en el ring en pocos minutos.,"[('ĠabatiÃ³', 12.827399852487353), ('Ġa', 4.874731290503724), ('Ġla', 5.531270244658272), ('Ġresistencia', 5.216517228077608), ('Ġen', 3.708177097284914), ('Ġel', 2.4951298021624555), ('Ġring', 14.381866188861855), ('Ġen', 5.641163030975986), ('Ġpocos', 5.607349865955151), 2.2957730167271153]",5.216517228077608
12,5,0,Paula abatió la resistencia en el ring en pocos minutos.,"[('ĠabatiÃ³', 12.832096125406913), ('Ġla', 3.4433073046217055), ('Ġresistencia', 3.29678358953142), ('Ġen', 2.6684222728942353), ('Ġel', 2.950198648067861), ('Ġring', 13.784500273493768), ('Ġen', 5.305849144519372), ('Ġpocos', 4.735780315496229), 2.523307439679818]",3.29678358953142
2,0,1,Simón pateó a la jugadora en la cancha en un instante.,"[('ĠpateÃ³', 10.093229758719273), ('Ġa', 5.50309260714091), ('Ġla', 3.2235217319862777), ('Ġjugadora', 6.8506881214087745), ('Ġen', 6.080734176246842), ('Ġla', 2.626155816618191), ('Ġcancha', 2.9382231521229816), ('Ġen', 6.520305321517698), ('Ġun', 3.2883302982762115), 4.878528151486822]",6.8506881214087745
2,3,0,Simón pateó la jugadora en la cancha en un instante.,"[('ĠpateÃ³', 10.093229758719273), ('Ġla', 4.8606424717450425), ('Ġjugadora', 9.791729037283492), ('Ġen', 4.144930478804033), ('Ġla', 2.2556198832648735), ('Ġcancha', 2.0027255865465445), ('Ġen', 6.176538143805875), ('Ġun', 2.5641650140799936), 4.875717152386021]",9.791729037283492
2,2,1,Simón pateó a la pelota en la cancha en un instante.,"[('ĠpateÃ³', 10.093229758719273), ('Ġa', 5.50309260714091), ('Ġla', 3.2235217319862777), ('Ġpelota', 3.73489632192296), ('Ġen', 3.9899534724585397), ('Ġla', 2.630382462245796), ('Ġcancha', 3.187243023682673), ('Ġen', 7.630504239701783), ('Ġun', 2.941745356812652), 3.3838847763363926]",3.73489632192296
2,5,0,Simón pateó la pelota en la cancha en un instante.,"[('ĠpateÃ³', 10.093229758719273), ('Ġla', 4.8606424717450425), ('Ġpelota', 2.671963739640802), ('Ġen', 3.105175654413355), ('Ġla', 1.579356582848172), ('Ġcancha', 3.7381158371471113), ('Ġen', 7.506522634625388), ('Ġun', 2.819172633612125), 3.6313878755705757]",2.671963739640802
38,0,1,Unai amó a la jovencita en su pueblo durante varios años.,"[('ĠamÃ³', 11.31332146322107), ('Ġa', 5.018437241842273), ('Ġla', 3.9364159611755505), ('Ġjovencita', 5.628624349177081), ('Ġen', 5.463643914616602), ('Ġsu', 6.785175114180906), ('Ġpueblo', 11.823336702285333), ('Ġdurante', 10.375006133892898), ('Ġvarios', 4.832464834227681), 1.458897182461447]",5.628624349177081
38,3,0,Unai amó la jovencita en su pueblo durante varios años.,"[('ĠamÃ³', 11.296414880710653), ('Ġla', 6.469585573986445), ('Ġjovencita', 5.834071613554978), ('Ġen', 5.486186024630492), ('Ġsu', 3.7279014435470677), ('Ġpueblo', 12.826460597903441), ('Ġdurante', 10.848390444184588), ('Ġvarios', 4.5225108215366925), 1.4560794187097108]",5.834071613554978
38,2,1,Unai amó a la vida en su pueblo durante varios años.,"[('ĠamÃ³', 11.296414880710653), ('Ġa', 5.038161588104427), ('Ġla', 3.9561403074377046), ('Ġvida', 3.293965825779684), ('Ġen', 4.344991705177308), ('Ġsu', 5.128330028159987), ('Ġpueblo', 11.96986041737562), ('Ġdurante', 10.78639964164639), ('Ġvarios', 6.2328934188406), 1.3042723965849197]",3.293965825779684
38,5,0,Unai amó la vida en su pueblo durante varios años.,"[('ĠamÃ³', 11.296414880710653), ('Ġla', 6.469585573986445), ('Ġvida', 2.504991975293532), ('Ġen', 3.468667178387332), ('Ġsu', 6.886614609243411), ('Ġpueblo', 10.391912716403315), ('Ġdurante', 10.701866729094304), ('Ġvarios', 6.824623806705214), 1.4603060643373151]",2.504991975293532
35,0,1,Carlos vigiló a la niña en la habitación durante unas horas.,"[('ĠvigilÃ³', 16.43319820012585), ('Ġa', 5.0522504068631084), ('Ġla', 1.4765082059097985), ('ĠniÃ±a', 4.756476793692387), ('Ġen', 4.21537457259744), ('Ġla', 2.9022966642883445), ('ĠhabitaciÃ³n', 2.4066407726925703), ('Ġdurante', 5.297395853264162), ('Ġunas', 3.293965825779684), 0.9417494789006021]",4.756476793692387
35,1,1,Carlos vigiló a una niña en la habitación durante unas horas.,"[('ĠvigilÃ³', 16.43319820012585), ('Ġa', 5.0522504068631084), ('Ġuna', 7.765756899785123), ('ĠniÃ±a', 5.238310353646991), ('Ġen', 3.896967268651243), ('Ġla', 2.843123625501883), ('ĠhabitaciÃ³n', 5.128650431838545), ('Ġdurante', 8.487104420229606), ('Ġunas', 4.184379171328342), 1.1609186657153376]",5.238310353646991
35,3,0,Carlos vigiló la niña en la habitación durante unas horas.,"[('ĠvigilÃ³', 16.43319820012585), ('Ġla', 3.632097475988035), ('ĠniÃ±a', 7.084209948368615), ('Ġen', 4.01249558247243), ('Ġla', 2.6965999104115976), ('ĠhabitaciÃ³n', 2.3895849092412043), ('Ġdurante', 6.723184311642709), ('Ġunas', 3.612373129725881), 0.9915886752594371]",7.084209948368615
35,4,0,Carlos vigiló una niña en la habitación durante unas horas.,"[('ĠvigilÃ³', 16.43319820012585), ('Ġuna', 8.532188640257385), ('ĠniÃ±a', 5.466832128998297), ('Ġen', 3.3559566283178817), ('Ġla', 3.491209288401222), ('ĠhabitaciÃ³n', 4.64136218413785), ('Ġdurante', 7.7150371522538705), ('Ġunas', 4.350627232680781), 1.447626127454502]",5.466832128998297
41,0,1,Emma investigó a la empresaria en la ciudad durante varias semanas.,"[('ĠinvestigÃ³', 10.024194546801734), ('Ġa', 6.858436971726049), ('Ġla', 6.114547341267677), ('Ġempresaria', 6.818977272312087), ('Ġen', 4.654945717868296), ('Ġla', 3.7279014435470677), ('Ġciudad', 5.745420289790228), ('Ġdurante', 12.048757802424234), ('Ġvarias', 4.0181311099759025), 1.1255315154738064]",6.818977272312087
41,1,1,Emma investigó a una empresaria en la ciudad durante varias semanas.,"[('ĠinvestigÃ³', 10.024194546801734), ('Ġa', 6.858436971726049), ('Ġuna', 12.42070261765342), ('Ġempresaria', 7.603493332487875), ('Ġen', 3.7279014435470677), ('Ġla', 2.5359873765626313), ('Ġciudad', 2.876936790522718), ('Ġdurante', 12.984255368000671), ('Ġvarias', 4.590137151578363), 1.0307952162113299]",7.603493332487875
41,3,0,Emma investigó la empresaria en la ciudad durante varias semanas.,"[('ĠinvestigÃ³', 10.024194546801734), ('Ġla', 1.5737210553446994), ('Ġempresaria', 10.728635484735797), ('Ġen', 3.6151908934776174), ('Ġla', 2.0668297118985444), ('Ġciudad', 2.953016411819597), ('Ġdurante', 10.842754916681116), ('Ġvarias', 4.9536286755523395), 0.957098586524806]",10.728635484735797
41,4,0,Emma investigó una empresaria en la ciudad durante varias semanas.,"[('ĠinvestigÃ³', 10.024194546801734), ('Ġuna', 7.5234292171358055), ('Ġempresaria', 13.508359425823615), ('Ġen', 2.765635122329136), ('Ġla', 2.196446844478412), ('Ġciudad', 0.76784062234813), ('Ġdurante', 14.224071418764623), ('Ġvarias', 5.083245808132207), 0.8917396757521111]",13.508359425823615
41,2,1,Emma investigó a la epidemia en la ciudad durante varias semanas.,"[('ĠinvestigÃ³', 10.024194546801734), ('Ġa', 6.858436971726049), ('Ġla', 6.114547341267677), ('Ġepidemia', 9.43528880199489), ('Ġen', 6.103276286260732), ('Ġla', 2.006247791236215), ('Ġciudad', 2.972740758081751), ('Ġdurante', 9.991790263656766), ('Ġvarias', 3.9758646536998583), 0.9727008526110801]",9.43528880199489
41,5,0,Emma investigó la epidemia en la ciudad durante varias semanas.,"[('ĠinvestigÃ³', 10.024194546801734), ('Ġla', 1.5737210553446994), ('Ġepidemia', 7.619896005831264), ('Ġen', 6.593567179062841), ('Ġla', 1.7301069435660617), ('Ġciudad', 2.9135677192952896), ('Ġdurante', 11.755710372243664), ('Ġvarias', 2.3133840401754666), 1.0941825178745335]",7.619896005831264
29,0,1,Alfonso miró a la granjera en la colina durante dos horas.,"[('ĠmirÃ³', 10.748712051466917), ('Ġa', 2.4331389996242576), ('Ġla', 2.744501894191114), ('Ġgranjera', 6.932770166530966), ('Ġen', 6.537211904028116), ('Ġla', 5.17904977569124), ('Ġcolina', 5.646416069063939), ('Ġdurante', 13.187134358125682), ('Ġdos', 9.811453383545645), 2.59304709253529]",6.932770166530966
29,3,0,Alfonso miró la granjera en la colina durante dos horas.,"[('ĠmirÃ³', 10.748712051466917), ('Ġla', 3.1333532919307174), ('Ġgranjera', 7.015527300885346), ('Ġen', 6.137089451281567), ('Ġla', 2.8811634361503224), ('Ġcolina', 5.363003106984704), ('Ġdurante', 14.517118848945195), ('Ġdos', 8.937946620507406), 2.142909333195423]",7.015527300885346
29,2,1,Alfonso miró a la estrella en la colina durante dos horas.,"[('ĠmirÃ³', 10.748712051466917), ('Ġa', 2.4331389996242576), ('Ġla', 2.744501894191114), ('Ġestrella', 4.404076688846527), ('Ġen', 5.4354662770992395), ('Ġla', 1.4335373086958205), ('Ġcolina', 5.251193058075171), ('Ġdurante', 11.609186657153378), ('Ġdos', 9.676200723462305), 2.378192606465401]",4.404076688846527
29,5,0,Alfonso miró la estrella en la colina durante dos horas.,"[('ĠmirÃ³', 10.748690037687608), ('Ġla', 3.130535528178981), ('Ġestrella', 3.947863126416979), ('Ġen', 5.5256347171548), ('Ġla', 1.8047776829870725), ('Ġcolina', 5.155691779981656), ('Ġdurante', 11.462662942063092), ('Ġdos', 8.85904923545879), 2.252097678575203]",3.947863126416979
49,0,1,Alba mencionó a la actriz en el teatro tras varios minutos.,"[('ĠmencionÃ³', 6.695593708240292), ('Ġa', 2.602204824728433), ('Ġla', 3.646186294746716), ('Ġactriz', 2.18714774254626), ('Ġen', 7.579784492170531), ('Ġel', 3.674363932264079), ('Ġteatro', 8.87947802265888), ('Ġtras', 12.725021102840936), ('Ġvarios', 9.16900324814978), 7.855925339840684]",2.18714774254626
49,1,1,Alba mencionó a una actriz en el teatro tras varios minutos.,"[('ĠmencionÃ³', 6.695593708240292), ('Ġa', 2.602204824728433), ('Ġuna', 5.22413399571902), ('Ġactriz', 3.522190931058252), ('Ġen', 4.7141187566547575), ('Ġel', 3.9026027961547154), ('Ġteatro', 8.251801196972128), ('Ġtras', 15.700579624674422), ('Ġvarios', 8.611086025306001), 8.751974212892813]",3.522190931058252
49,3,0,Alba mencionó la actriz en el teatro tras varios minutos.,"[('ĠmencionÃ³', 6.700231277748357), ('Ġla', 3.4883915246494857), ('Ġactriz', 7.605144365936157), ('Ġen', 7.551606854653168), ('Ġel', 3.4996625796564307), ('Ġteatro', 9.007862383597361), ('Ġtras', 12.454515782674255), ('Ġvarios', 8.086981967483057), 7.751668081026443]",7.605144365936157
49,4,0,Alba mencionó una actriz en el teatro tras varios minutos.,"[('ĠmencionÃ³', 6.700231277748357), ('Ġuna', 5.280489270753745), ('Ġactriz', 8.930902211128066), ('Ġen', 4.023766637479374), ('Ġel', 4.886002345510669), ('Ġteatro', 8.02088146751984), ('Ġtras', 16.737516685313366), ('Ġvarios', 8.937946620507406), 8.365940578904947]",8.930902211128066
49,2,1,Alba mencionó a la ciudad en el teatro tras varios minutos.,"[('ĠmencionÃ³', 6.700231277748357), ('Ġa', 2.6106581159836417), ('Ġla', 3.64336853099498), ('Ġciudad', 7.326185754514268), ('Ġen', 3.085451308151201), ('Ġel', 4.795833905455109), ('Ġteatro', 7.551034496391097), ('Ġtras', 12.916629037959002), ('Ġvarios', 7.636139767205256), 7.6164154209431025]",7.326185754514268
49,5,0,Alba mencionó la ciudad en el teatro tras varios minutos.,"[('ĠmencionÃ³', 6.694771860479368), ('Ġla', 3.4883915246494857), ('Ġciudad', 10.882203609205424), ('Ġen', 2.8572124442605644), ('Ġel', 4.223827863852649), ('Ġteatro', 7.3899596731766115), ('Ġtras', 13.063152753049286), ('Ġvarios', 7.467073942101081), 7.7882990097990135]",10.882203609205424
